,Cell,Gene,Kruskal,FCCorr,ProfCorr,CellCorr,Ratio,Total
524,gi_epithelial,HSPA5,1,0,1,0,0,2
525,mast_cells,HSPA5,1,0,1,1,0,3
526,endothelial,HSPA5,1,1,1,1,0,4
527,stromal,HSPA5,1,1,1,1,1,5
528,myofibroblasts,FKBP5,0,1,1,1,0,3
529,fibroblasts,FKBP5,0,1,1,1,0,3
530,naive_T_cells,FKBP5,0,0,1,1,0,2
531,gi_epithelial,FKBP5,0,1,1,1,0,3
532,neuroendocrine,FKBP5,0,1,0,0,0,1
533,endothelial,FKBP5,0,1,1,1,0,3
534,stromal,FKBP5,0,1,1,1,0,3
535,B_cells,PIGR,1,1,1,1,1,5
536,naive_T_cells,PIGR,1,1,1,1,1,5
537,gi_epithelial,PIGR,1,0,1,0,0,2
538,cd4_Tcells,PIGR,1,1,1,1,1,5
539,cd8_Tcells,PIGR,1,1,1,1,1,5
540,endothelial,PIGR,1,1,1,1,1,5
541,monocytes_macs_DCs,PIGR,1,1,1,1,1,5
542,naive_T_cells,ARL4C,1,1,1,0,0,3
543,gi_epithelial,ARL4C,1,1,1,0,0,3
544,mast_cells,ARL4C,1,1,1,0,1,4
545,cd8_Tcells,ARL4C,1,1,1,0,0,3
546,endothelial,ARL4C,1,1,1,1,1,5
547,monocytes_macs_DCs,ARL4C,1,0,1,0,0,2
548,stromal,ARL4C,1,1,1,1,0,4
549,B_cells,PKM,1,1,1,1,1,5
550,fibroblasts,PKM,1,1,1,1,0,4
551,gi_epithelial,PKM,1,0,1,0,0,2
552,cd4_Tcells,PKM,1,1,1,1,1,5
553,cd8_Tcells,PKM,1,1,1,1,1,5
554,endothelial,PKM,1,1,1,1,0,4
555,stromal,PKM,1,1,1,1,1,5
556,B_cells,AGR2,1,1,1,1,1,5
557,myofibroblasts,AGR2,1,1,1,1,1,5
558,naive_T_cells,AGR2,1,1,1,1,1,5
559,gi_epithelial,AGR2,1,0,1,0,0,2
560,neuroendocrine,AGR2,1,0,1,1,0,3
561,endothelial,AGR2,1,1,1,1,1,5
562,stromal,AGR2,1,1,1,1,1,5
563,fibroblasts,EPHX1,1,1,1,1,0,4
564,gi_epithelial,EPHX1,1,0,1,0,0,2
565,neuroendocrine,EPHX1,1,0,0,1,0,2
566,squamous_epithelial,EPHX1,1,0,1,0,0,2
567,endothelial,EPHX1,1,1,0,0,0,2
568,monocytes_macs_DCs,EPHX1,1,1,0,0,0,2
569,stromal,EPHX1,1,1,1,0,1,4
570,myofibroblasts,NFKBIA,1,0,1,1,1,4
571,fibroblasts,NFKBIA,1,1,1,1,0,4
572,NK_cells,NFKBIA,1,1,0,0,1,3
573,cd4_Tcells,NFKBIA,1,1,0,1,1,4
574,cd8_Tcells,NFKBIA,1,1,0,1,1,4
575,endothelial,NFKBIA,1,1,1,1,0,4
576,stromal,NFKBIA,1,1,1,1,1,5
577,B_cells,GPR183,1,1,1,1,1,5
578,fibroblasts,GPR183,1,1,1,1,1,5
579,naive_T_cells,GPR183,1,1,1,1,1,5
580,gi_epithelial,GPR183,1,1,1,1,1,5
581,NK_cells,GPR183,1,1,1,1,1,5
582,mast_cells,GPR183,1,1,1,1,1,5
583,stromal,GPR183,1,1,1,1,1,5
584,myofibroblasts,ENST00000418824,0,1,1,1,0,3
585,fibroblasts,ENST00000418824,0,1,1,1,0,3
586,gi_epithelial,ENST00000418824,0,1,1,1,0,3
587,mast_cells,ENST00000418824,0,1,1,1,0,3
588,cd8_Tcells,ENST00000418824,0,1,1,1,0,3
589,endothelial,ENST00000418824,0,1,1,1,0,3
590,stromal,ENST00000418824,0,1,1,1,1,4
591,B_cells,CEACAM5,1,1,1,1,1,5
592,fibroblasts,CEACAM5,1,1,1,1,1,5
593,gi_epithelial,CEACAM5,1,1,1,1,0,4
594,neuroendocrine,CEACAM5,1,1,1,1,0,4
595,cd8_Tcells,CEACAM5,1,1,1,1,1,5
596,endothelial,CEACAM5,1,1,1,1,1,5
597,stromal,CEACAM5,1,1,1,1,1,5
598,B_cells,PSME2,1,1,1,1,0,4
599,myofibroblasts,PSME2,1,1,1,1,0,4
600,fibroblasts,PSME2,1,1,1,1,0,4
601,gi_epithelial,PSME2,1,0,1,0,0,2
602,cd4_Tcells,PSME2,1,1,1,1,0,4
603,cd8_Tcells,PSME2,1,1,1,1,0,4
604,stromal,PSME2,1,1,1,1,1,5
605,B_cells,KRT18,1,1,1,1,1,5
606,myofibroblasts,KRT18,1,1,1,1,1,5
607,fibroblasts,KRT18,1,1,1,1,1,5
608,gi_epithelial,KRT18,1,0,1,0,0,2
609,squamous_epithelial,KRT18,1,1,1,1,0,4
610,endothelial,KRT18,1,0,1,1,1,4
611,stromal,KRT18,1,1,1,1,1,5
612,myofibroblasts,LMNA,1,0,1,1,0,3
613,fibroblasts,LMNA,1,1,1,1,0,4
614,gi_epithelial,LMNA,1,0,1,0,0,2
615,NK_cells,LMNA,1,1,0,1,1,4
616,cd8_Tcells,LMNA,1,1,0,1,1,4
617,endothelial,LMNA,1,1,1,1,0,4
618,stromal,LMNA,1,1,1,1,1,5
619,B_cells,ECM1,1,1,1,1,1,5
620,myofibroblasts,ECM1,1,1,1,1,1,5
621,gi_epithelial,ECM1,1,1,1,1,1,5
622,mast_cells,ECM1,1,1,1,1,1,5
623,cd8_Tcells,ECM1,1,1,1,1,1,5
624,endothelial,ECM1,1,1,1,1,1,5
625,monocytes_macs_DCs,ECM1,1,1,0,1,1,4
626,B_cells,ATOX1,1,0,1,0,0,2
627,myofibroblasts,ATOX1,1,0,1,1,0,3
628,fibroblasts,ATOX1,1,1,1,1,0,4
629,cd8_Tcells,ATOX1,1,1,1,1,1,5
630,endothelial,ATOX1,1,1,1,1,0,4
631,monocytes_macs_DCs,ATOX1,1,1,1,0,0,3
632,stromal,ATOX1,1,1,1,1,1,5
633,B_cells,STAT1,1,1,1,1,1,5
634,myofibroblasts,STAT1,1,1,1,1,0,4
635,fibroblasts,STAT1,1,1,1,1,0,4
636,gi_epithelial,STAT1,1,1,1,1,0,4
637,mast_cells,STAT1,1,1,1,1,1,5
638,cd8_Tcells,STAT1,1,1,1,1,0,4
639,stromal,STAT1,1,1,1,1,1,5
640,B_cells,TOP2A,1,1,1,1,1,5
641,myofibroblasts,TOP2A,1,0,1,0,1,3
642,fibroblasts,TOP2A,1,1,1,1,1,5
643,gi_epithelial,TOP2A,1,0,1,0,0,2
644,cd8_Tcells,TOP2A,1,1,1,1,0,4
645,endothelial,TOP2A,1,1,1,1,1,5
646,stromal,TOP2A,1,1,1,1,1,5
647,B_cells,UGCG,0,1,1,1,1,4
648,myofibroblasts,UGCG,0,1,1,1,0,3
649,fibroblasts,UGCG,0,1,1,1,0,3
650,gi_epithelial,UGCG,0,0,1,0,0,1
651,endothelial,UGCG,0,1,1,1,0,3
652,monocytes_macs_DCs,UGCG,0,1,0,1,0,2
653,stromal,UGCG,0,1,1,1,1,4
654,myofibroblasts,SPRR2D,1,1,1,1,1,5
655,fibroblasts,SPRR2D,1,1,1,1,1,5
656,gi_epithelial,SPRR2D,1,1,1,1,1,5
657,cd8_Tcells,SPRR2D,1,1,1,1,1,5
658,endothelial,SPRR2D,1,1,1,1,1,5
659,monocytes_macs_DCs,SPRR2D,1,1,1,1,1,5
660,stromal,SPRR2D,1,1,1,1,1,5
661,B_cells,CXCL1,1,1,1,1,1,5
662,myofibroblasts,CXCL1,1,1,1,1,1,5
663,fibroblasts,CXCL1,1,1,1,1,0,4
664,gi_epithelial,CXCL1,1,1,1,1,0,4
665,neuroendocrine,CXCL1,1,1,1,0,1,4
666,cd8_Tcells,CXCL1,1,1,1,1,1,5
667,stromal,CXCL1,1,1,1,1,1,5
668,B_cells,CXCL8,1,1,1,1,1,5
669,myofibroblasts,CXCL8,1,1,1,1,1,5
670,fibroblasts,CXCL8,1,1,1,1,1,5
671,neuroendocrine,CXCL8,1,1,1,1,1,5
672,cd8_Tcells,CXCL8,1,1,1,1,1,5
673,endothelial,CXCL8,1,1,1,1,1,5
674,stromal,CXCL8,1,1,1,1,1,5
675,B_cells,MUC3A,1,1,1,1,1,5
676,fibroblasts,MUC3A,1,1,1,1,1,5
677,gi_epithelial,MUC3A,1,0,1,0,0,2
678,cd4_Tcells,MUC3A,1,1,1,1,1,5
679,cd8_Tcells,MUC3A,1,1,1,1,1,5
680,endothelial,MUC3A,1,1,1,1,1,5
681,stromal,MUC3A,1,1,1,1,1,5
682,B_cells,MUC17,1,1,1,1,1,5
683,fibroblasts,MUC17,1,1,1,1,1,5
684,gi_epithelial,MUC17,1,0,1,0,0,2
685,neuroendocrine,MUC17,1,1,1,1,0,4
686,cd8_Tcells,MUC17,1,1,1,1,1,5
687,squamous_epithelial,MUC17,1,1,0,1,0,3
688,stromal,MUC17,1,1,1,1,1,5
689,B_cells,MUC13,1,1,1,1,1,5
690,myofibroblasts,MUC13,1,1,1,1,1,5
691,gi_epithelial,MUC13,1,0,1,0,0,2
692,neuroendocrine,MUC13,1,1,1,1,0,4
693,squamous_epithelial,MUC13,1,1,1,1,0,4
694,monocytes_macs_DCs,MUC13,1,1,1,1,1,5
695,stromal,MUC13,1,1,1,1,1,5
696,B_cells,CDKN1C,0,0,1,0,1,2
697,myofibroblasts,CDKN1C,0,1,1,0,0,2
698,fibroblasts,CDKN1C,0,1,1,0,0,2
699,gi_epithelial,CDKN1C,0,0,1,1,0,2
700,cd8_Tcells,CDKN1C,0,0,1,0,1,2
701,endothelial,CDKN1C,0,1,1,0,0,2
702,stromal,CDKN1C,0,1,1,0,1,3
703,myofibroblasts,KRT15,1,1,1,1,1,5
704,fibroblasts,KRT15,1,0,0,0,1,2
705,gi_epithelial,KRT15,1,1,1,1,1,5
706,cd4_Tcells,KRT15,1,1,1,1,1,5
707,cd8_Tcells,KRT15,1,1,1,1,1,5
708,endothelial,KRT15,1,1,1,1,1,5
709,stromal,KRT15,1,1,1,1,1,5
710,B_cells,SMC4,1,1,1,1,1,5
711,myofibroblasts,SMC4,1,1,1,1,0,4
712,fibroblasts,SMC4,1,1,0,1,0,3
713,gi_epithelial,SMC4,1,1,1,1,0,4
714,NK_cells,SMC4,1,0,0,1,0,2
715,cd8_Tcells,SMC4,1,0,1,1,0,3
716,stromal,SMC4,1,1,0,1,0,3
717,myofibroblasts,KRT5,1,0,1,1,1,4
718,gi_epithelial,KRT5,1,1,1,1,1,5
719,cd4_Tcells,KRT5,1,1,1,1,1,5
720,cd8_Tcells,KRT5,1,1,1,1,1,5
721,endothelial,KRT5,1,1,1,1,1,5
722,monocytes_macs_DCs,KRT5,1,1,1,1,1,5
723,stromal,KRT5,1,1,1,1,1,5
724,myofibroblasts,LGALS1,1,1,1,1,0,4
725,fibroblasts,LGALS1,1,0,1,0,0,2
726,gi_epithelial,LGALS1,1,1,1,1,1,5
727,neuroendocrine,LGALS1,1,1,0,0,1,3
728,endothelial,LGALS1,1,1,1,1,0,4
729,monocytes_macs_DCs,LGALS1,1,1,1,1,0,4
730,stromal,LGALS1,1,1,1,1,1,5
731,fibroblasts,CREB3L2,0,1,0,1,0,2
732,gi_epithelial,CREB3L2,0,1,1,1,0,3
733,neuroendocrine,CREB3L2,0,1,0,1,0,2
734,endothelial,CREB3L2,0,1,1,1,0,3
735,monocytes_macs_DCs,CREB3L2,0,1,1,1,0,3
736,stromal,CREB3L2,0,1,1,1,1,4
737,fibroblasts,ABCB1,1,1,1,1,0,4
738,gi_epithelial,ABCB1,1,1,1,1,1,5
739,cd4_Tcells,ABCB1,1,1,0,0,0,2
740,cd8_Tcells,ABCB1,1,1,0,0,0,2
741,endothelial,ABCB1,1,0,1,0,0,2
742,stromal,ABCB1,1,1,1,1,1,5
743,B_cells,CTSH,1,1,1,1,0,4
744,fibroblasts,CTSH,1,1,1,1,0,4
745,gi_epithelial,CTSH,1,0,1,1,0,3
746,endothelial,CTSH,1,0,0,0,0,1
747,monocytes_macs_DCs,CTSH,1,0,1,0,0,2
748,stromal,CTSH,1,1,0,0,1,3
749,B_cells,GAS6,0,0,0,0,0,0
750,myofibroblasts,GAS6,0,1,1,0,0,2
751,fibroblasts,GAS6,0,1,0,1,0,2
752,gi_epithelial,GAS6,0,1,1,1,0,3
753,endothelial,GAS6,0,0,0,0,0,0
754,stromal,GAS6,0,1,0,1,1,3
755,gi_epithelial,KRT20,1,0,1,0,0,2
756,neuroendocrine,KRT20,1,1,1,1,0,4
757,cd4_Tcells,KRT20,1,1,1,1,1,5
758,cd8_Tcells,KRT20,1,1,1,1,1,5
759,endothelial,KRT20,1,1,1,1,1,5
760,stromal,KRT20,1,1,1,1,1,5
761,B_cells,GGH,1,0,1,1,0,3
762,fibroblasts,GGH,1,1,1,1,1,5
763,gi_epithelial,GGH,1,0,1,0,0,2
764,cd8_Tcells,GGH,1,0,0,0,1,2
765,endothelial,GGH,1,1,1,1,1,5
766,stromal,GGH,1,1,1,1,1,5
767,myofibroblasts,ICAM1,1,1,1,1,0,4
768,fibroblasts,ICAM1,1,1,1,1,0,4
769,gi_epithelial,ICAM1,1,1,1,1,0,4
770,mast_cells,ICAM1,1,1,1,1,0,4
771,endothelial,ICAM1,1,1,1,1,0,4
772,stromal,ICAM1,1,1,1,1,1,5
773,B_cells,RPS25,0,1,1,1,0,3
774,myofibroblasts,RPS25,0,1,1,1,0,3
775,mast_cells,RPS25,0,0,0,0,0,0
776,cd8_Tcells,RPS25,0,1,1,1,0,3
777,endothelial,RPS25,0,1,1,1,0,3
778,stromal,RPS25,0,1,1,1,1,4
779,fibroblasts,TLE4,0,1,1,1,0,3
780,gi_epithelial,TLE4,0,1,1,1,0,3
781,cd8_Tcells,TLE4,0,1,1,1,0,3
782,endothelial,TLE4,0,0,1,0,0,1
783,monocytes_macs_DCs,TLE4,0,1,1,1,0,3
784,stromal,TLE4,0,1,1,0,0,2
785,gi_epithelial,PTGER4,0,1,1,1,0,3
786,neuroendocrine,PTGER4,0,1,0,0,0,1
787,cd4_Tcells,PTGER4,0,1,1,1,0,3
788,cd8_Tcells,PTGER4,0,0,1,0,0,1
789,endothelial,PTGER4,0,1,1,1,1,4
790,stromal,PTGER4,0,1,1,1,0,3
791,B_cells,GKN1,1,1,1,1,1,5
792,naive_T_cells,GKN1,1,1,1,1,1,5
793,cd4_Tcells,GKN1,1,1,1,1,1,5
794,cd8_Tcells,GKN1,1,1,1,1,1,5
795,endothelial,GKN1,1,1,1,1,1,5
796,stromal,GKN1,1,1,1,1,1,5
797,myofibroblasts,ZBTB16,1,1,1,1,0,4
798,fibroblasts,ZBTB16,1,0,1,0,0,2
799,gi_epithelial,ZBTB16,1,0,1,1,1,4
800,neuroendocrine,ZBTB16,1,1,0,1,0,3
801,endothelial,ZBTB16,1,1,1,1,0,4
802,stromal,ZBTB16,1,1,1,1,1,5
803,B_cells,SURF4,1,1,1,1,0,4
804,myofibroblasts,SURF4,1,1,1,1,0,4
805,gi_epithelial,SURF4,1,1,1,1,0,4
806,endothelial,SURF4,1,1,1,1,0,4
807,monocytes_macs_DCs,SURF4,1,1,1,1,0,4
808,stromal,SURF4,1,1,1,1,0,4
809,fibroblasts,CD109,1,0,1,1,0,3
810,gi_epithelial,CD109,1,1,1,1,1,5
811,cd8_Tcells,CD109,1,1,1,1,1,5
812,endothelial,CD109,1,0,1,0,0,2
813,monocytes_macs_DCs,CD109,1,1,1,1,0,4
814,stromal,CD109,1,1,1,1,1,5
815,B_cells,FAM3C,0,1,1,0,0,2
816,gi_epithelial,FAM3C,0,1,1,0,0,2
817,squamous_epithelial,FAM3C,0,1,0,1,0,2
818,endothelial,FAM3C,0,1,1,0,0,2
819,monocytes_macs_DCs,FAM3C,0,1,1,0,0,2
820,stromal,FAM3C,0,1,1,1,1,4
821,fibroblasts,CA2,1,1,1,1,1,5
822,gi_epithelial,CA2,1,0,1,0,0,2
823,mast_cells,CA2,1,1,1,1,1,5
824,cd8_Tcells,CA2,1,1,1,1,1,5
825,endothelial,CA2,1,1,0,1,1,4
826,stromal,CA2,1,1,0,1,1,4
827,B_cells,STMN1,1,1,1,1,0,4
828,myofibroblasts,STMN1,1,1,1,0,1,4
829,gi_epithelial,STMN1,1,0,1,0,0,2
830,cd8_Tcells,STMN1,1,0,1,0,0,2
831,endothelial,STMN1,1,1,1,1,0,4
832,stromal,STMN1,1,1,1,1,1,5
833,B_cells,CYBA,1,0,0,0,0,1
834,myofibroblasts,CYBA,1,1,0,0,1,3
835,gi_epithelial,CYBA,1,1,0,0,0,2
836,squamous_epithelial,CYBA,1,1,0,0,0,2
837,endothelial,CYBA,1,1,0,0,1,3
838,stromal,CYBA,1,1,1,0,1,4
839,B_cells,FUCA2,1,1,1,1,0,4
840,gi_epithelial,FUCA2,1,0,1,0,0,2
841,squamous_epithelial,FUCA2,1,0,1,1,0,3
842,endothelial,FUCA2,1,1,1,1,0,4
843,monocytes_macs_DCs,FUCA2,1,1,1,1,0,4
844,stromal,FUCA2,1,1,1,1,1,5
845,fibroblasts,CCDC68,1,0,0,1,0,2
846,gi_epithelial,CCDC68,1,0,1,0,0,2
847,neuroendocrine,CCDC68,1,1,1,1,0,4
848,squamous_epithelial,CCDC68,1,1,0,0,0,2
849,endothelial,CCDC68,1,0,0,1,0,2
850,stromal,CCDC68,1,0,0,0,1,2
851,B_cells,RPS27L,1,1,0,0,0,2
852,gi_epithelial,RPS27L,1,0,1,0,0,2
853,neuroendocrine,RPS27L,1,1,1,1,0,4
854,endothelial,RPS27L,1,1,1,1,0,4
855,monocytes_macs_DCs,RPS27L,1,1,1,0,0,3
856,stromal,RPS27L,1,1,0,1,1,4
857,B_cells,RPL21,0,1,1,1,0,3
858,cd4_Tcells,RPL21,0,1,1,1,0,3
859,cd8_Tcells,RPL21,0,1,1,1,0,3
860,endothelial,RPL21,0,1,1,1,0,3
861,monocytes_macs_DCs,RPL21,0,1,1,1,0,3
862,stromal,RPL21,0,1,1,1,1,4
863,myofibroblasts,ZNF331,1,1,1,0,0,3
864,gi_epithelial,ZNF331,1,1,1,0,0,3
865,neuroendocrine,ZNF331,1,1,0,0,0,2
866,cd4_Tcells,ZNF331,1,1,0,0,0,2
867,cd8_Tcells,ZNF331,1,1,0,0,0,2
868,endothelial,ZNF331,1,1,1,1,1,5
869,myofibroblasts,GBP2,1,1,1,1,0,4
870,gi_epithelial,GBP2,1,1,1,1,0,4
871,neuroendocrine,GBP2,1,1,1,1,0,4
872,cd4_Tcells,GBP2,1,1,1,1,0,4
873,mast_cells,GBP2,1,1,1,1,1,5
874,cd8_Tcells,GBP2,1,0,1,1,0,3
875,myofibroblasts,LIMS1,1,1,1,1,0,4
876,fibroblasts,LIMS1,1,1,0,1,0,3
877,NK_cells,LIMS1,1,1,0,1,0,3
878,cd8_Tcells,LIMS1,1,1,1,1,1,5
879,endothelial,LIMS1,1,1,1,1,0,4
880,stromal,LIMS1,1,1,1,1,1,5
881,B_cells,FBXO32,1,0,1,0,1,3
882,fibroblasts,FBXO32,1,1,1,1,0,4
883,gi_epithelial,FBXO32,1,1,1,1,0,4
884,neuroendocrine,FBXO32,1,1,1,0,0,3
885,endothelial,FBXO32,1,1,1,1,1,5
886,stromal,FBXO32,1,1,1,1,1,5
887,B_cells,PRDM1,1,1,1,0,0,3
888,naive_T_cells,PRDM1,1,0,1,1,0,3
889,gi_epithelial,PRDM1,1,1,1,1,1,5
890,neuroendocrine,PRDM1,1,0,1,0,1,3
891,endothelial,PRDM1,1,1,1,0,0,3
892,stromal,PRDM1,1,1,0,0,0,2
893,myofibroblasts,IGFBP4,1,0,1,1,0,3
894,fibroblasts,IGFBP4,1,0,1,0,0,2
895,neuroendocrine,IGFBP4,1,1,0,1,1,4
896,cd8_Tcells,IGFBP4,1,0,1,1,1,4
897,endothelial,IGFBP4,1,1,0,0,0,2
898,stromal,IGFBP4,1,1,1,1,1,5
899,B_cells,TPM4,1,1,1,1,0,4
900,myofibroblasts,TPM4,1,1,1,0,0,3
901,fibroblasts,TPM4,1,1,0,1,0,3
902,gi_epithelial,TPM4,1,1,1,1,0,4
903,endothelial,TPM4,1,1,1,1,0,4
904,stromal,TPM4,1,1,1,1,1,5
905,B_cells,GLUL,1,1,1,0,1,4
906,fibroblasts,GLUL,1,1,1,1,0,4
907,gi_epithelial,GLUL,1,1,1,0,0,3
908,cd8_Tcells,GLUL,1,1,1,0,1,4
909,endothelial,GLUL,1,1,1,0,1,4
910,stromal,GLUL,1,1,1,0,1,4
911,B_cells,LAMB3,1,1,1,1,1,5
912,myofibroblasts,LAMB3,1,1,1,1,1,5
913,gi_epithelial,LAMB3,1,0,1,0,0,2
914,squamous_epithelial,LAMB3,1,1,1,1,0,4
915,endothelial,LAMB3,1,1,1,1,1,5
916,stromal,LAMB3,1,1,1,1,1,5
917,myofibroblasts,BST2,1,0,1,1,0,3
918,gi_epithelial,BST2,1,1,1,0,0,3
919,neuroendocrine,BST2,1,1,1,0,1,4
920,endothelial,BST2,1,0,0,0,0,1
921,monocytes_macs_DCs,BST2,1,1,1,0,0,3
922,stromal,BST2,1,1,0,1,1,4
923,myofibroblasts,B2M,1,1,1,1,0,4
924,fibroblasts,B2M,1,1,1,1,0,4
925,naive_T_cells,B2M,1,1,1,0,1,4
926,gi_epithelial,B2M,1,1,1,1,0,4
927,mast_cells,B2M,1,1,1,1,0,4
928,squamous_epithelial,B2M,1,1,1,1,0,4
929,B_cells,LSR,1,1,1,1,1,5
930,gi_epithelial,LSR,1,0,1,0,0,2
931,neuroendocrine,LSR,1,1,1,1,0,4
932,squamous_epithelial,LSR,1,1,1,1,0,4
933,endothelial,LSR,1,1,0,0,0,2
934,monocytes_macs_DCs,LSR,1,1,1,1,1,5
935,fibroblasts,IGFBP3,1,1,1,1,0,4
936,gi_epithelial,IGFBP3,1,1,1,1,0,4
937,cd8_Tcells,IGFBP3,1,0,0,0,1,2
938,squamous_epithelial,IGFBP3,1,1,1,1,0,4
939,endothelial,IGFBP3,1,0,1,0,0,2
940,stromal,IGFBP3,1,1,1,1,1,5
941,B_cells,MANF,0,0,1,0,0,1
942,myofibroblasts,MANF,0,1,0,1,0,2
943,fibroblasts,MANF,0,1,1,1,0,3
944,mast_cells,MANF,0,0,1,1,0,2
945,endothelial,MANF,0,1,1,1,0,3
946,stromal,MANF,0,1,1,1,1,4
947,B_cells,MDK,1,0,1,1,1,4
948,myofibroblasts,MDK,1,0,1,1,1,4
949,gi_epithelial,MDK,1,1,1,1,0,4
950,neuroendocrine,MDK,1,0,1,0,0,2
951,endothelial,MDK,1,1,1,1,1,5
952,stromal,MDK,1,1,1,1,1,5
953,myofibroblasts,AREG,0,1,1,1,1,4
954,fibroblasts,AREG,0,1,1,1,0,3
955,naive_T_cells,AREG,0,0,0,1,1,2
956,gi_epithelial,AREG,0,1,1,1,0,3
957,cd4_Tcells,AREG,0,0,0,1,1,2
958,stromal,AREG,0,1,1,1,1,4
959,myofibroblasts,AP2S1,1,1,1,1,0,4
960,fibroblasts,AP2S1,1,1,1,0,0,3
961,gi_epithelial,AP2S1,1,0,1,1,0,3
962,cd8_Tcells,AP2S1,1,0,1,0,1,3
963,endothelial,AP2S1,1,1,1,0,0,3
964,stromal,AP2S1,1,1,1,0,1,4
965,myofibroblasts,ANPEP,1,1,1,0,1,4
966,gi_epithelial,ANPEP,1,1,1,1,0,4
967,cd4_Tcells,ANPEP,1,1,1,1,1,5
968,cd8_Tcells,ANPEP,1,1,1,1,1,5
969,endothelial,ANPEP,1,1,1,1,1,5
970,stromal,ANPEP,1,1,1,1,1,5
971,B_cells,MGLL,1,1,1,1,1,5
972,myofibroblasts,MGLL,1,0,0,0,0,1
973,gi_epithelial,MGLL,1,0,1,0,0,2
974,cd8_Tcells,MGLL,1,1,0,1,1,4
975,endothelial,MGLL,1,1,0,0,0,2
976,stromal,MGLL,1,1,0,0,1,3
977,B_cells,MKI67,1,1,1,0,1,4
978,myofibroblasts,MKI67,1,1,1,0,1,4
979,gi_epithelial,MKI67,1,0,1,0,0,2
980,cd8_Tcells,MKI67,1,1,1,1,0,4
981,endothelial,MKI67,1,1,1,1,1,5
982,stromal,MKI67,1,1,1,1,1,5
983,myofibroblasts,ADRM1,1,1,1,1,0,4
984,gi_epithelial,ADRM1,1,0,1,0,0,2
985,neuroendocrine,ADRM1,1,1,1,1,0,4
986,cd8_Tcells,ADRM1,1,1,1,1,0,4
987,endothelial,ADRM1,1,1,1,1,0,4
988,stromal,ADRM1,1,1,1,1,1,5
989,myofibroblasts,ABRACL,1,0,0,0,1,2
990,fibroblasts,ABRACL,1,1,1,1,1,5
991,gi_epithelial,ABRACL,1,1,1,1,0,4
992,neuroendocrine,ABRACL,1,1,1,0,0,3
993,endothelial,ABRACL,1,1,1,1,0,4
994,stromal,ABRACL,1,1,1,1,1,5
995,myofibroblasts,A2M,1,1,1,1,0,4
996,fibroblasts,A2M,1,0,0,0,0,1
997,gi_epithelial,A2M,1,0,1,0,1,3
998,endothelial,A2M,1,1,0,1,0,3
999,monocytes_macs_DCs,A2M,1,1,1,1,0,4
1000,stromal,A2M,1,1,0,1,1,4
1001,B_cells,MYL6,1,1,1,1,0,4
1002,fibroblasts,MYL6,1,1,1,1,0,4
1003,gi_epithelial,MYL6,1,1,1,1,0,4
1004,NK_cells,MYL6,1,1,0,0,0,2
1005,endothelial,MYL6,1,1,1,1,0,4
1006,stromal,MYL6,1,1,1,1,1,5
1007,naive_T_cells,INTS6,0,1,0,1,0,2
1008,gi_epithelial,INTS6,0,1,1,1,0,3
1009,cd4_Tcells,INTS6,0,1,0,0,0,1
1010,cd8_Tcells,INTS6,0,1,0,1,0,2
1011,endothelial,INTS6,0,1,1,1,0,3
1012,stromal,INTS6,0,1,1,1,0,3
1013,B_cells,UBE2L6,1,0,1,1,0,3
1014,gi_epithelial,UBE2L6,1,0,1,0,0,2
1015,mast_cells,UBE2L6,1,1,1,1,0,4
1016,cd8_Tcells,UBE2L6,1,1,1,1,0,4
1017,endothelial,UBE2L6,1,1,0,1,0,3
1018,monocytes_macs_DCs,UBE2L6,1,1,1,1,0,4
1019,fibroblasts,OAS2,1,1,1,0,0,3
1020,cd4_Tcells,OAS2,1,0,1,1,0,3
1021,cd8_Tcells,OAS2,1,1,1,1,0,4
1022,endothelial,OAS2,1,1,1,0,0,3
1023,monocytes_macs_DCs,OAS2,1,1,1,0,0,3
1024,stromal,OAS2,1,1,1,0,1,4
1025,naive_T_cells,DDIT4,1,0,1,1,0,3
1026,cd4_Tcells,DDIT4,1,1,1,0,0,3
1027,cd8_Tcells,DDIT4,1,1,1,0,0,3
1028,squamous_epithelial,DDIT4,1,0,1,0,0,2
1029,endothelial,DDIT4,1,1,1,0,0,3
1030,stromal,DDIT4,1,1,1,0,0,3
1031,fibroblasts,HLA-F,1,1,0,0,0,2
1032,gi_epithelial,HLA-F,1,0,1,0,0,2
1033,mast_cells,HLA-F,1,0,1,1,0,3
1034,squamous_epithelial,HLA-F,1,1,1,1,0,4
1035,endothelial,HLA-F,1,1,0,0,0,2
1036,stromal,HLA-F,1,1,0,0,0,2
1037,B_cells,PERP,1,0,0,0,1,2
1038,fibroblasts,PERP,1,1,1,1,1,5
1039,gi_epithelial,PERP,1,1,1,1,0,4
1040,cd8_Tcells,PERP,1,0,0,0,1,2
1041,endothelial,PERP,1,1,1,0,1,4
1042,stromal,PERP,1,1,0,0,1,3
1043,myofibroblasts,EPCAM,1,1,1,1,1,5
1044,fibroblasts,EPCAM,1,1,1,1,1,5
1045,gi_epithelial,EPCAM,1,0,1,0,0,2
1046,endothelial,EPCAM,1,1,1,1,1,5
1047,monocytes_macs_DCs,EPCAM,1,1,1,1,1,5
1048,stromal,EPCAM,1,1,1,1,1,5
1049,myofibroblasts,YPEL2,0,0,0,1,0,1
